# Escherichia_coli
CDOECKAM_00001	K00633
CDOECKAM_04549	K02057
CDOECKAM_04550	K02057
CDOECKAM_04551	K03841
CDOECKAM_04552	K02558
CDOECKAM_04554	K03592
CDOECKAM_04556	K04068
CDOECKAM_04557	K21636
CDOECKAM_04558	K01226
CDOECKAM_04559	K02818
CDOECKAM_04559	K02819
CDOECKAM_04560	K03485
CDOECKAM_04561	K01531
CDOECKAM_04562	K09022
CDOECKAM_04563	K00610
CDOECKAM_04564	K00609
CDOECKAM_04565	K03402
CDOECKAM_04567	K00611
CDOECKAM_04568	K00926
CDOECKAM_04569	K01478
CDOECKAM_04570	K19334
CDOECKAM_04571	K00611
CDOECKAM_04572	K09893
CDOECKAM_04575	K01873
CDOECKAM_04576	K02339
CDOECKAM_04577	K01255
CDOECKAM_04578	K07091
CDOECKAM_04579	K11720
CDOECKAM_04581	K06145
CDOECKAM_04582	K06157
CDOECKAM_04583	K00046
CDOECKAM_04584	K00098
CDOECKAM_04585	K00851
CDOECKAM_04586	K12957
CDOECKAM_04594	K15974
CDOECKAM_04602	K11102
CDOECKAM_04603	K04018
CDOECKAM_04604	K02200
CDOECKAM_04605	K02198
CDOECKAM_04608	K04013
CDOECKAM_04609	K03385
CDOECKAM_04610	K01895
CDOECKAM_04612	K14393
CDOECKAM_04614	K06518
CDOECKAM_04615	K21757
CDOECKAM_04616	K03316
CDOECKAM_04617	K06901
CDOECKAM_04618	K13639
CDOECKAM_04619	K13631
CDOECKAM_04622	K03111
CDOECKAM_04623	K03701
CDOECKAM_04626	K03788
CDOECKAM_04627	K10125
CDOECKAM_04628	K10126
CDOECKAM_04629	K00016
CDOECKAM_04630	K03319
CDOECKAM_04631	K01902
CDOECKAM_04632	K01903
CDOECKAM_04634	K00658
CDOECKAM_04635	K00164
CDOECKAM_04636	K00832
CDOECKAM_04637	K06211
CDOECKAM_04638	K03811
CDOECKAM_04639	K01775
CDOECKAM_04641	K02314
CDOECKAM_04642	K00344
CDOECKAM_04644	K05539
CDOECKAM_04646	K12149
CDOECKAM_04680	K01160
CDOECKAM_04681	K01356
CDOECKAM_04703	K19160
CDOECKAM_04705	K09823
CDOECKAM_04707	K03327
CDOECKAM_04708	K01356
CDOECKAM_04709	K00901
CDOECKAM_04710	K00631
CDOECKAM_04711	K03179
CDOECKAM_04712	K03181
CDOECKAM_04714	K02024
CDOECKAM_04715	K10111
CDOECKAM_04716	K10108
CDOECKAM_04717	K10109
CDOECKAM_04718	K10110
CDOECKAM_04725	K01810
CDOECKAM_04726	K00928
CDOECKAM_04728	K06182
CDOECKAM_04735	K00008
CDOECKAM_04736	K05995
CDOECKAM_04740	K00548
CDOECKAM_04741	K13641
CDOECKAM_04742	K00906
CDOECKAM_04743	K01637
CDOECKAM_04744	K01638
CDOECKAM_04745	K00651
CDOECKAM_04746	K03827
CDOECKAM_04752	K03753
CDOECKAM_04753	K03752
CDOECKAM_04756	K03673
CDOECKAM_04760	K02335
CDOECKAM_04761	K03978
CDOECKAM_04762	K09894
CDOECKAM_04763	K02495
CDOECKAM_04765	K07712
CDOECKAM_04766	K07708
CDOECKAM_04767	K01915
CDOECKAM_04768	K06207
CDOECKAM_04772	K02444
CDOECKAM_04773	K18478
CDOECKAM_04774	K08318
CDOECKAM_04775	K01671
CDOECKAM_04776	K08322
CDOECKAM_04778	K03762
CDOECKAM_04780	K20866
CDOECKAM_04782	K07560
CDOECKAM_04785	K07726
CDOECKAM_04788	K00127
CDOECKAM_04789	K00124
CDOECKAM_04790	K00123
CDOECKAM_04791	K00123
CDOECKAM_04792	K02379
CDOECKAM_04795	K03534
CDOECKAM_04796	K01629
CDOECKAM_04797	K01813
CDOECKAM_04798	K00848
CDOECKAM_04799	K00848
CDOECKAM_04800	K02855
CDOECKAM_04801	K02854
CDOECKAM_04802	K02856
CDOECKAM_04803	K04564
CDOECKAM_04804	K02526
CDOECKAM_04806	K07640
CDOECKAM_04807	K07662
CDOECKAM_04808	K06006
CDOECKAM_04809	K13283
CDOECKAM_04811	K00850
CDOECKAM_04812	K02048
CDOECKAM_04813	K01521
CDOECKAM_04814	K01803
CDOECKAM_04818	K14065
CDOECKAM_04819	K00528
CDOECKAM_04820	K02446
CDOECKAM_04821	K00864
CDOECKAM_04822	K02440
CDOECKAM_04823	K09892
CDOECKAM_04824	K02553
CDOECKAM_04825	K02548
CDOECKAM_04826	K03667
CDOECKAM_04827	K01419
CDOECKAM_04828	K03591
CDOECKAM_04829	K05499
CDOECKAM_04830	K04066
CDOECKAM_04831	K02909
CDOECKAM_04833	K03764
CDOECKAM_04834	K01739
CDOECKAM_04835	K12525
CDOECKAM_04836	K05517
CDOECKAM_04837	K08693
CDOECKAM_04838	K11751
CDOECKAM_04839	K11751
CDOECKAM_04841	K08693
CDOECKAM_04842	K00297
CDOECKAM_04843	K03782
CDOECKAM_04846	K00005
CDOECKAM_04847	K08314
CDOECKAM_04848	K08483
CDOECKAM_04849	K02768
CDOECKAM_04849	K02769
CDOECKAM_04849	K02770
CDOECKAM_04850	K11202
CDOECKAM_04851	K20038
CDOECKAM_04852	K20037
CDOECKAM_04853	K11202
CDOECKAM_04854	K21701
CDOECKAM_04856	K01595
CDOECKAM_04857	K01438
CDOECKAM_04858	K00145
CDOECKAM_04859	K00930
CDOECKAM_04860	K01755
CDOECKAM_04861	K08323
CDOECKAM_04863	K04761
CDOECKAM_04864	K00322
CDOECKAM_04865	K21613
CDOECKAM_04866	K03761
CDOECKAM_04867	K22105
CDOECKAM_04869	K00557
CDOECKAM_04870	K16092
CDOECKAM_04871	K01776
# Lactobacillus_crispatus
KMKEDCMF_00014	K01304
KMKEDCMF_00015	K16044
KMKEDCMF_00018	K01834
KMKEDCMF_00021	K08591
KMKEDCMF_00024	K01866
KMKEDCMF_00029	K16199
KMKEDCMF_00030	K16199
KMKEDCMF_00031	K00088
KMKEDCMF_00032	K15581
KMKEDCMF_00033	K15582
KMKEDCMF_00034	K15583
KMKEDCMF_00035	K10823
KMKEDCMF_00038	K03624
KMKEDCMF_00042	K01867
KMKEDCMF_00043	K11991
KMKEDCMF_00045	K01531
KMKEDCMF_00049	K01874
KMKEDCMF_00050	K03424
KMKEDCMF_00051	K05985
KMKEDCMF_00052	K02528
KMKEDCMF_00054	K09685
KMKEDCMF_00055	K04042
KMKEDCMF_00058	K00948
KMKEDCMF_00059	K01223
KMKEDCMF_00060	K03481
KMKEDCMF_00061	K02761
KMKEDCMF_00066	K03048
KMKEDCMF_00067	K01937
KMKEDCMF_00068	K00790
KMKEDCMF_00072	K21701
KMKEDCMF_00074	K03816
KMKEDCMF_00076	K01951
KMKEDCMF_00087	K00567
KMKEDCMF_00090	K16422
KMKEDCMF_00093	K00600
KMKEDCMF_00095	K20861
KMKEDCMF_00096	K01215
KMKEDCMF_00097	K02909
KMKEDCMF_00098	K01929
KMKEDCMF_00099	K05592
KMKEDCMF_00100	K00997
KMKEDCMF_00101	K01775
KMKEDCMF_00105	K03723
KMKEDCMF_00108	K02945
KMKEDCMF_00109	K04075
KMKEDCMF_00110	K03798
KMKEDCMF_00111	K04083
KMKEDCMF_00113	K04567
KMKEDCMF_00118	K03488
KMKEDCMF_00121	K11085
KMKEDCMF_00123	K07658
KMKEDCMF_00124	K18940
KMKEDCMF_00127	K22441
KMKEDCMF_00129	K15580
KMKEDCMF_00135	K02356
KMKEDCMF_00136	K00867
KMKEDCMF_00139	K02424
KMKEDCMF_00140	K10038
KMKEDCMF_00141	K02029
KMKEDCMF_00142	K03657
KMKEDCMF_00144	K01834
KMKEDCMF_00147	K01537
KMKEDCMF_00148	K02793
KMKEDCMF_00148	K02794
KMKEDCMF_00151	K01424
KMKEDCMF_00152	K03481
KMKEDCMF_00153	K01232
KMKEDCMF_00157	K00760
KMKEDCMF_00167	K03827
KMKEDCMF_00177	K00574
KMKEDCMF_00181	K03733
KMKEDCMF_00187	K03581
KMKEDCMF_00189	K22305
KMKEDCMF_00190	K00566
KMKEDCMF_00193	K01243
KMKEDCMF_00195	K01515
KMKEDCMF_00196	K03704
KMKEDCMF_00197	K01870
KMKEDCMF_00198	K04074
KMKEDCMF_00202	K03531
KMKEDCMF_00203	K03590
KMKEDCMF_00204	K03589
KMKEDCMF_00205	K02563
KMKEDCMF_00206	K01925
KMKEDCMF_00207	K01000
KMKEDCMF_00208	K08724
KMKEDCMF_00210	K03438
KMKEDCMF_00211	K03925
KMKEDCMF_00215	K03570
KMKEDCMF_00216	K03569
KMKEDCMF_00220	K01873
KMKEDCMF_00225	K03490
KMKEDCMF_00227	K01537
KMKEDCMF_00231	K20534
KMKEDCMF_00233	K03574
KMKEDCMF_00235	K19302
KMKEDCMF_00243	K06890
KMKEDCMF_00247	K02612
KMKEDCMF_00248	K04068
KMKEDCMF_00249	K21636
KMKEDCMF_00250	K17810
KMKEDCMF_00251	K01953
KMKEDCMF_00254	K01246
KMKEDCMF_00255	K02042
KMKEDCMF_00256	K02042
KMKEDCMF_00258	K02044
KMKEDCMF_00272	K01921
KMKEDCMF_00274	K02028
KMKEDCMF_00275	K02029
KMKEDCMF_00278	K00948
KMKEDCMF_00281	K19425
KMKEDCMF_00283	K03469
KMKEDCMF_00285	K06131
KMKEDCMF_00287	K12410
KMKEDCMF_00292	K00794
KMKEDCMF_00293	K11632
KMKEDCMF_00294	K11631
KMKEDCMF_00297	K03110
KMKEDCMF_00298	K03529
KMKEDCMF_00299	K03685
KMKEDCMF_00301	K02034
KMKEDCMF_00302	K13890
KMKEDCMF_00303	K10823
KMKEDCMF_00304	K15583
KMKEDCMF_00305	K02078
KMKEDCMF_00306	K03621
KMKEDCMF_00307	K03655
KMKEDCMF_00312	K00949
KMKEDCMF_00313	K01783
KMKEDCMF_00314	K06949
KMKEDCMF_00315	K12132
KMKEDCMF_00316	K20074
KMKEDCMF_00317	K03500
KMKEDCMF_00318	K00604
KMKEDCMF_00319	K04066
KMKEDCMF_00320	K03060
KMKEDCMF_00321	K00942
KMKEDCMF_00323	K03631
KMKEDCMF_00324	K06442
KMKEDCMF_00326	K03602
KMKEDCMF_00327	K03601
KMKEDCMF_00328	K01491
KMKEDCMF_00329	K03625
KMKEDCMF_00331	K02356
KMKEDCMF_00332	K08326
KMKEDCMF_00336	K01358
KMKEDCMF_00337	K09762
KMKEDCMF_00339	K06958
KMKEDCMF_00341	K03701
KMKEDCMF_00342	K03702
KMKEDCMF_00343	K01835
KMKEDCMF_00344	K00384
KMKEDCMF_00345	K00057
KMKEDCMF_00346	K13292
KMKEDCMF_00349	K02836
KMKEDCMF_00353	K02240
KMKEDCMF_00355	K02851
KMKEDCMF_00356	K18682
KMKEDCMF_00358	K00995
KMKEDCMF_00360	K00059
KMKEDCMF_00365	K03216
KMKEDCMF_00368	K07404
KMKEDCMF_00369	K13694
KMKEDCMF_00374	K03665
KMKEDCMF_00377	K19158
KMKEDCMF_00381	K01104
KMKEDCMF_00382	K03606
KMKEDCMF_00383	K19180
KMKEDCMF_00390	K01854
KMKEDCMF_00391	K18799
KMKEDCMF_00394	K00963
KMKEDCMF_00404	K20811
KMKEDCMF_00408	K21743
KMKEDCMF_00409	K01710
KMKEDCMF_00410	K00973
KMKEDCMF_00411	K00973
KMKEDCMF_00412	K01790
KMKEDCMF_00417	K22103
KMKEDCMF_00418	K03476
KMKEDCMF_00419	K02821
KMKEDCMF_00420	K03475
KMKEDCMF_00421	K02822
KMKEDCMF_00422	K03078
KMKEDCMF_00423	K03079
KMKEDCMF_00424	K03077
KMKEDCMF_00425	K01091
KMKEDCMF_00433	K05520
KMKEDCMF_00434	K01560
KMKEDCMF_00436	K01834
KMKEDCMF_00437	K16264
KMKEDCMF_00439	K01834
KMKEDCMF_00443	K01520
KMKEDCMF_00444	K04485
KMKEDCMF_00445	K09698
KMKEDCMF_00446	K01883
KMKEDCMF_00447	K11145
KMKEDCMF_00448	K03218
KMKEDCMF_00452	K01662
KMKEDCMF_00454	K02601
KMKEDCMF_00455	K02867
KMKEDCMF_00456	K02863
KMKEDCMF_00457	K02040
KMKEDCMF_00458	K02037
KMKEDCMF_00459	K02038
KMKEDCMF_00461	K02044
KMKEDCMF_00462	K02314
KMKEDCMF_00464	K22927
KMKEDCMF_00471	K03111
KMKEDCMF_00472	K02990
KMKEDCMF_00473	K02469
KMKEDCMF_00474	K02470
KMKEDCMF_00475	K03629
KMKEDCMF_00477	K02338
KMKEDCMF_00478	K02313
KMKEDCMF_00479	K02914
KMKEDCMF_00480	K03536
KMKEDCMF_00481	K03217
KMKEDCMF_00482	K03650
KMKEDCMF_00483	K03495
KMKEDCMF_00484	K00158
KMKEDCMF_00485	K00033
KMKEDCMF_00486	K03281
KMKEDCMF_00496	K03169
KMKEDCMF_00501	K03496
KMKEDCMF_00504	K19971
KMKEDCMF_00507	K00789
KMKEDCMF_00509	K02809
KMKEDCMF_00509	K02810
KMKEDCMF_00510	K07106
KMKEDCMF_00515	K00426
KMKEDCMF_00516	K16013
KMKEDCMF_00517	K06148
KMKEDCMF_00518	K03183
KMKEDCMF_00519	K00805
KMKEDCMF_00521	K03885
KMKEDCMF_00523	K21757
KMKEDCMF_00525	K01869
KMKEDCMF_00526	K03328
KMKEDCMF_00528	K06967
KMKEDCMF_00531	K07979
KMKEDCMF_00532	K09697
KMKEDCMF_00538	K03100
KMKEDCMF_00542	K20861
KMKEDCMF_00543	K01823
KMKEDCMF_00547	K16899
KMKEDCMF_00548	K16898
KMKEDCMF_00549	K03722
KMKEDCMF_00552	K01893
KMKEDCMF_00553	K02086
KMKEDCMF_00554	K10773
KMKEDCMF_00555	K05366
KMKEDCMF_00556	K03700
KMKEDCMF_00559	K07444
KMKEDCMF_00562	K02428
KMKEDCMF_00564	K06178
KMKEDCMF_00565	K03151
KMKEDCMF_00567	K06286
KMKEDCMF_00568	K02986
KMKEDCMF_00570	K07478
KMKEDCMF_00573	K05837
KMKEDCMF_00575	K08998
KMKEDCMF_00576	K03569
KMKEDCMF_00578	K02114
KMKEDCMF_00579	K02112
KMKEDCMF_00580	K02115
KMKEDCMF_00581	K02111
KMKEDCMF_00582	K02113
KMKEDCMF_00583	K02109
KMKEDCMF_00584	K02110
KMKEDCMF_00587	K07566
KMKEDCMF_00588	K02493
KMKEDCMF_00589	K02835
KMKEDCMF_00590	K00857
KMKEDCMF_00596	K01810
KMKEDCMF_00598	K19005
KMKEDCMF_00599	K07642
KMKEDCMF_00600	K07775
KMKEDCMF_00602	K01809
KMKEDCMF_00603	K14155
KMKEDCMF_00606	K00925
KMKEDCMF_00607	K03427
KMKEDCMF_00612	K02456
KMKEDCMF_00614	K02243
KMKEDCMF_00618	K02954
KMKEDCMF_00622	K01223
KMKEDCMF_00623	K03488
KMKEDCMF_00624	K00865
KMKEDCMF_00625	K01104
KMKEDCMF_00629	K03431
KMKEDCMF_00631	K18672
KMKEDCMF_00632	K11069
KMKEDCMF_00633	K02053
KMKEDCMF_00634	K11071
KMKEDCMF_00635	K11072
KMKEDCMF_00636	K00075
KMKEDCMF_00637	K03763
KMKEDCMF_00638	K06925
KMKEDCMF_00639	K00625
KMKEDCMF_00640	K03648
KMKEDCMF_00644	K00927
KMKEDCMF_00645	K00134
KMKEDCMF_00646	K05311
KMKEDCMF_00651	K19591
KMKEDCMF_00676	K03497
KMKEDCMF_00712	K02996
KMKEDCMF_00713	K02871
KMKEDCMF_00714	K06173
KMKEDCMF_00715	K16785
KMKEDCMF_00716	K16787
KMKEDCMF_00717	K16786
KMKEDCMF_00718	K02879
KMKEDCMF_00719	K03040
KMKEDCMF_00720	K02948
KMKEDCMF_00721	K02952
KMKEDCMF_00722	K02919
KMKEDCMF_00723	K02518
KMKEDCMF_00727	K02907
KMKEDCMF_00729	K02881
KMKEDCMF_00731	K02994
KMKEDCMF_00732	K02954
KMKEDCMF_00733	K02931
KMKEDCMF_00734	K02895
KMKEDCMF_00735	K02874
KMKEDCMF_00738	K02878
KMKEDCMF_00739	K02982
KMKEDCMF_00740	K02890
KMKEDCMF_00741	K02965
KMKEDCMF_00742	K02886
KMKEDCMF_00743	K02892
KMKEDCMF_00745	K02906
KMKEDCMF_00746	K02946
KMKEDCMF_00747	K02355
KMKEDCMF_00749	K02950
KMKEDCMF_00750	K02236
KMKEDCMF_00751	K03046
KMKEDCMF_00752	K03043
KMKEDCMF_00753	K03696
KMKEDCMF_00754	K08968
KMKEDCMF_00757	K12574
KMKEDCMF_00759	K01462
KMKEDCMF_00760	K06207
KMKEDCMF_00761	K03588
KMKEDCMF_00763	K08316
KMKEDCMF_00764	K00954
KMKEDCMF_00766	K02237
KMKEDCMF_00767	K02238
KMKEDCMF_00769	K02968
KMKEDCMF_00770	K02956
KMKEDCMF_00771	K12574
KMKEDCMF_00773	K02358
KMKEDCMF_00774	K03545
KMKEDCMF_00775	K03544
KMKEDCMF_00776	K03978
KMKEDCMF_00779	K01778
KMKEDCMF_00780	K01778
KMKEDCMF_00781	K00928
KMKEDCMF_00782	K01586
KMKEDCMF_00783	K05822
KMKEDCMF_00784	K05823
KMKEDCMF_00785	K01714
KMKEDCMF_00786	K00215
KMKEDCMF_00787	K00841
KMKEDCMF_00788	K00133
KMKEDCMF_00791	K18889
KMKEDCMF_00793	K06890
KMKEDCMF_00794	K03293
KMKEDCMF_00796	K00287
KMKEDCMF_00797	K12952
KMKEDCMF_00798	K02073
KMKEDCMF_00799	K02071
KMKEDCMF_00800	K02072
KMKEDCMF_00809	K01442
KMKEDCMF_00810	K01679
KMKEDCMF_00811	K00244
KMKEDCMF_00815	K03319
KMKEDCMF_00818	K01646
KMKEDCMF_00823	K16785
KMKEDCMF_00830	K03733
KMKEDCMF_00831	K16199
KMKEDCMF_00833	K03710
KMKEDCMF_00834	K00980
KMKEDCMF_00835	K05946
KMKEDCMF_00836	K00754
KMKEDCMF_00837	K00763
KMKEDCMF_00838	K01916
KMKEDCMF_00839	K01537
KMKEDCMF_00840	K18704
KMKEDCMF_00841	K18799
KMKEDCMF_00847	K01972
KMKEDCMF_00849	K02435
KMKEDCMF_00850	K02433
KMKEDCMF_00851	K02434
KMKEDCMF_00852	K07029
KMKEDCMF_00857	K02793
KMKEDCMF_00857	K02794
KMKEDCMF_00859	K02796
KMKEDCMF_00861	K21900
KMKEDCMF_00862	K00661
KMKEDCMF_00863	K11737
KMKEDCMF_00865	K04072
KMKEDCMF_00866	K04072
KMKEDCMF_00867	K00820
KMKEDCMF_00872	K06147
KMKEDCMF_00876	K05592
KMKEDCMF_00878	K19285
KMKEDCMF_00879	K03320
KMKEDCMF_00882	K00661
KMKEDCMF_00889	K02761
KMKEDCMF_00890	K02761
KMKEDCMF_00892	K09697
KMKEDCMF_00897	K01868
KMKEDCMF_00898	K11144
KMKEDCMF_00899	K03346
KMKEDCMF_00900	K07738
KMKEDCMF_00901	K00859
KMKEDCMF_00904	K04088
KMKEDCMF_00911	K18908
KMKEDCMF_00912	K01924
KMKEDCMF_00913	K01890
KMKEDCMF_00916	K03439
KMKEDCMF_00917	K03439
KMKEDCMF_00919	K01990
KMKEDCMF_00920	K02503
KMKEDCMF_00923	K01625
KMKEDCMF_00925	K03698
KMKEDCMF_00926	K03294
KMKEDCMF_00927	K17363
KMKEDCMF_00929	K17363
KMKEDCMF_00930	K00760
KMKEDCMF_00931	K06189
KMKEDCMF_00934	K02777
KMKEDCMF_00936	K03481
KMKEDCMF_00937	K02749
KMKEDCMF_00937	K02750
KMKEDCMF_00941	K22103
KMKEDCMF_00943	K20861
KMKEDCMF_00944	K03492
KMKEDCMF_00945	K12700
KMKEDCMF_00947	K01807
KMKEDCMF_00950	K10117
KMKEDCMF_00953	K02073
KMKEDCMF_00955	K03624
KMKEDCMF_00956	K01890
KMKEDCMF_00957	K01889
KMKEDCMF_00958	K10039
KMKEDCMF_00960	K10037
KMKEDCMF_00961	K10037
KMKEDCMF_00964	K03218
KMKEDCMF_00965	K01512
KMKEDCMF_00966	K03217
KMKEDCMF_00967	K19055
KMKEDCMF_00970	K18940
KMKEDCMF_00971	K18941
KMKEDCMF_00974	K09710
KMKEDCMF_00976	K00969
KMKEDCMF_00977	K06949
KMKEDCMF_00979	K01488
KMKEDCMF_00980	K02887
KMKEDCMF_00981	K02916
KMKEDCMF_00984	K00244
KMKEDCMF_00986	K17363
KMKEDCMF_00987	K21703
KMKEDCMF_01001	K10110
KMKEDCMF_01002	K10109
KMKEDCMF_01003	K15770
KMKEDCMF_01004	K10112
KMKEDCMF_01005	K01838
KMKEDCMF_01012	K03293
KMKEDCMF_01013	K11737
KMKEDCMF_01014	K03100
KMKEDCMF_01015	K03697
KMKEDCMF_01017	K02761
KMKEDCMF_01018	K02003
KMKEDCMF_01021	K03328
KMKEDCMF_01033	K01534
KMKEDCMF_01035	K11085
KMKEDCMF_01043	K02003
KMKEDCMF_01044	K01595
KMKEDCMF_01046	K07335
KMKEDCMF_01047	K07335
KMKEDCMF_01048	K10539
KMKEDCMF_01049	K10541
KMKEDCMF_01050	K10556
KMKEDCMF_01051	K06221
KMKEDCMF_01052	K02564
KMKEDCMF_01053	K10353
KMKEDCMF_01057	K06901
KMKEDCMF_01061	K13638
KMKEDCMF_01062	K06901
KMKEDCMF_01070	K21064
KMKEDCMF_01071	K06901
KMKEDCMF_01077	K17686
KMKEDCMF_01083	K01425
KMKEDCMF_01084	K01425
KMKEDCMF_01085	K01425
KMKEDCMF_01086	K03817
KMKEDCMF_01087	K00657
KMKEDCMF_01092	K01489
KMKEDCMF_01093	K12234
KMKEDCMF_01097	K00662
KMKEDCMF_01099	K03759
KMKEDCMF_01107	K03316
KMKEDCMF_01108	K14540
KMKEDCMF_01109	K03470
KMKEDCMF_01110	K04096
KMKEDCMF_01111	K03168
KMKEDCMF_01112	K04094
KMKEDCMF_01113	K03733
KMKEDCMF_01114	K01419
KMKEDCMF_01115	K03667
KMKEDCMF_01116	K01462
KMKEDCMF_01121	K20265
KMKEDCMF_01122	K01142
KMKEDCMF_01129	K20861
KMKEDCMF_01132	K03284
KMKEDCMF_01133	K01560
KMKEDCMF_01136	K05847
KMKEDCMF_01169	K07707
KMKEDCMF_01173	K02548
KMKEDCMF_01175	K01624
KMKEDCMF_01176	K01887
KMKEDCMF_01178	K17758
KMKEDCMF_01179	K07258
KMKEDCMF_01198	K02205
KMKEDCMF_01204	K03654
KMKEDCMF_01206	K03701
KMKEDCMF_01207	K00547
KMKEDCMF_01218	K07668
KMKEDCMF_01219	K07652
KMKEDCMF_01223	K04771
KMKEDCMF_01224	K00783
KMKEDCMF_01226	K21473
KMKEDCMF_01229	K16785
KMKEDCMF_01230	K16786
KMKEDCMF_01230	K16787
KMKEDCMF_01231	K21701
KMKEDCMF_01232	K03799
KMKEDCMF_01235	K03488
KMKEDCMF_01236	K02755
KMKEDCMF_01236	K02756
KMKEDCMF_01236	K02757
KMKEDCMF_01237	K01223
KMKEDCMF_01242	K03763
KMKEDCMF_01243	K15051
KMKEDCMF_01245	K10112
KMKEDCMF_01247	K02026
KMKEDCMF_01248	K12574
KMKEDCMF_01249	K10117
KMKEDCMF_01253	K06994
KMKEDCMF_01255	K00793
KMKEDCMF_01256	K11752
KMKEDCMF_01264	K15983
KMKEDCMF_01265	K09013
KMKEDCMF_01266	K09014
KMKEDCMF_01267	K11717
KMKEDCMF_01268	K04488
KMKEDCMF_01269	K09014
KMKEDCMF_01275	K00794
KMKEDCMF_01276	K14652
KMKEDCMF_01279	K02761
KMKEDCMF_01281	K01791
KMKEDCMF_01284	K01265
KMKEDCMF_01286	K00963
KMKEDCMF_01287	K00626
KMKEDCMF_01292	K03215
KMKEDCMF_01293	K03565
KMKEDCMF_01296	K06189
KMKEDCMF_01297	K02837
KMKEDCMF_01301	K01250
KMKEDCMF_01303	K01223
KMKEDCMF_01304	K03492
KMKEDCMF_01308	K02761
KMKEDCMF_01310	K01223
KMKEDCMF_01311	K03492
KMKEDCMF_01313	K02761
KMKEDCMF_01314	K01223
KMKEDCMF_01323	K07642
KMKEDCMF_01324	K02483
KMKEDCMF_01325	K07816
KMKEDCMF_01326	K00690
KMKEDCMF_01328	K05816
KMKEDCMF_01329	K17236
KMKEDCMF_01331	K10117
KMKEDCMF_01332	K05499
KMKEDCMF_01334	K01785
KMKEDCMF_01335	K00965
KMKEDCMF_01336	K00849
KMKEDCMF_01337	K12308
KMKEDCMF_01349	K01788
KMKEDCMF_01350	K01060
KMKEDCMF_01355	K01639
KMKEDCMF_01356	K19337
KMKEDCMF_01357	K15580
KMKEDCMF_01360	K16199
KMKEDCMF_01371	K00791
KMKEDCMF_01374	K19225
KMKEDCMF_01375	K01934
KMKEDCMF_01377	K00687
KMKEDCMF_01383	K03086
KMKEDCMF_01385	K01879
KMKEDCMF_01386	K01878
KMKEDCMF_01387	K03584
KMKEDCMF_01388	K03595
KMKEDCMF_01389	K07042
KMKEDCMF_01390	K06217
KMKEDCMF_01393	K09773
KMKEDCMF_01397	K09952
KMKEDCMF_01400	K07386
KMKEDCMF_01401	K18890
KMKEDCMF_01402	K18889
KMKEDCMF_01405	K01356
KMKEDCMF_01410	K00554
KMKEDCMF_01411	K02860
KMKEDCMF_01412	K02959
KMKEDCMF_01413	K03106
KMKEDCMF_01431	K03111
KMKEDCMF_01444	K03547
KMKEDCMF_01446	K12555
KMKEDCMF_01447	K06180
KMKEDCMF_01448	K01007
KMKEDCMF_01449	K22305
KMKEDCMF_01452	K05966
KMKEDCMF_01457	K07786
KMKEDCMF_01459	K00794
KMKEDCMF_01460	K14652
KMKEDCMF_01461	K00793
KMKEDCMF_01462	K11752
KMKEDCMF_01463	K00059
KMKEDCMF_01473	K03311
KMKEDCMF_01479	K00941
KMKEDCMF_01482	K19158
KMKEDCMF_01505	K11635
KMKEDCMF_01519	K18841
KMKEDCMF_01521	K01153
KMKEDCMF_01527	K09817
KMKEDCMF_01528	K09816
KMKEDCMF_01529	K02550
KMKEDCMF_01530	K07173
KMKEDCMF_01537	K07707
KMKEDCMF_01544	K07010
KMKEDCMF_01546	K01914
KMKEDCMF_01550	K00364
KMKEDCMF_01551	K01939
KMKEDCMF_01552	K01756
KMKEDCMF_01560	K10254
KMKEDCMF_01561	K06180
KMKEDCMF_01562	K00858
KMKEDCMF_01563	K07816
KMKEDCMF_01567	K16511
KMKEDCMF_01568	K16509
KMKEDCMF_01570	K08483
KMKEDCMF_01571	K11189
KMKEDCMF_01573	K03697
KMKEDCMF_01575	K21567
KMKEDCMF_01576	K03975
KMKEDCMF_01578	K01101
KMKEDCMF_01580	K11751
KMKEDCMF_01582	K01126
KMKEDCMF_01583	K02529
KMKEDCMF_01587	K22044
KMKEDCMF_01590	K02428
KMKEDCMF_01591	K01776
KMKEDCMF_01593	K03282
KMKEDCMF_01594	K03671
KMKEDCMF_01595	K07456
KMKEDCMF_01597	K07447
KMKEDCMF_01599	K01872
KMKEDCMF_01600	K18692
KMKEDCMF_01601	K06881
KMKEDCMF_01602	K02346
KMKEDCMF_01603	K00036
KMKEDCMF_01605	K03551
KMKEDCMF_01606	K03550
KMKEDCMF_01607	K03572
KMKEDCMF_01608	K03555
KMKEDCMF_01609	K04077
KMKEDCMF_01610	K04078
KMKEDCMF_01613	K02818
KMKEDCMF_01613	K02819
KMKEDCMF_01615	K02529
KMKEDCMF_01619	K01926
KMKEDCMF_01624	K01409
KMKEDCMF_01625	K03789
KMKEDCMF_01626	K14742
KMKEDCMF_01629	K07056
KMKEDCMF_01631	K02343
KMKEDCMF_01633	K00943
KMKEDCMF_01634	K03530
KMKEDCMF_01635	K02013
KMKEDCMF_01636	K02015
KMKEDCMF_01637	K02016
KMKEDCMF_01645	K21613
KMKEDCMF_01647	K16199
KMKEDCMF_01651	K03768
KMKEDCMF_01652	K15986
KMKEDCMF_01653	K21703
KMKEDCMF_01654	K02621
KMKEDCMF_01655	K02622
